,d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,FIPS_wikidata,State_wikidata
904,904,56017,WY,Hot Springs County,7,624,Q114123,Q1214
905,905,39083,OH,Knox County,4,7294,Q490181,Q1397
906,906,51171,VA,Shenandoah County,6,4592,Q510947,Q1370
907,907,17177,IL,Stephenson County,4,6916,Q491032,Q1204
908,908,36077,NY,Otsego County,6,8124,Q114862,Q1384
909,909,23015,ME,Lincoln County,8,3818,Q507230,Q724
910,910,6115,CA,Yuba County,3,12288,N/A,Q99
911,911,46125,SD,Turner County,3,752,Q495275,Q1211
912,912,48001,TX,Anderson County,5,9044,Q108391,Q1439
913,913,8009,CO,Baca County,9,702,N/A,Q1261
914,914,4017,AZ,Navajo County,4,30379,N/A,Q816
915,915,12001,FL,Alachua County,3,55990,Q488826,Q812
916,916,21039,KY,Carlisle County,9,693,Q491837,Q1603
917,917,22089,LA,St. Charles Parish,1,6812,Q507153,Q1588
918,918,20141,KS,Osborne County,9,501,Q374334,Q1558
919,919,53035,WA,Kitsap County,3,25729,Q484159,Q1223
920,920,8043,CO,Fremont County,4,6861,N/A,Q1261
921,921,21175,KY,Morgan County,7,3109,Q503505,Q1603
922,922,36001,NY,Albany County,2,35585,Q108408,Q1384
923,923,6029,CA,Kern County,2,190993,N/A,Q99
924,924,37165,NC,Scotland County,6,9033,Q506690,Q1454
925,925,22021,LA,Caldwell Parish,8,2144,Q205715,Q1588
926,926,37077,NC,Granville County,6,8403,Q502503,Q1454
927,927,5147,AR,Woodruff County,9,1712,N/A,Q1612
928,928,19103,IA,Johnson County,3,23460,Q485746,Q1546
929,929,19119,IA,Lyon County,8,840,Q485791,Q1546
930,930,47013,TN,Campbell County,6,9398,Q494791,Q1509
931,931,29189,MO,St. Louis County,1,90126,Q498034,Q1581
932,932,21029,KY,Bullitt County,1,8144,Q491976,Q1603
933,933,12053,FL,Hernando County,1,27794,Q488572,Q812
934,934,23007,ME,Franklin County,6,4111,Q506326,Q724
935,935,32007,NV,Elko County,5,5329,Q484401,Q1227
936,936,18115,IN,Ohio County,1,590,Q506727,Q1415
937,937,24001,MD,Allegany County,3,11090,Q156257,Q1391
938,938,17147,IL,Piatt County,3,1115,Q487322,Q1204
939,939,13199,GA,Meriwether County,1,4417,Q501151,Q1428
940,940,19041,IA,Clay County,7,1457,Q156488,Q1546
941,941,42007,PA,Beaver County,1,15998,Q494104,Q1400
942,942,40129,OK,Roger Mills County,9,469,Q489332,Q1649
943,943,36121,NY,Wyoming County,6,3701,Q56145,Q1384
944,944,48065,TX,Carson County,3,519,Q109155,Q1439
945,945,16009,ID,Benewah County,6,1624,Q486376,Q1221
946,946,29123,MO,Madison County,7,2193,Q490124,Q1581
947,947,19001,IA,Adair County,8,740,Q115316,Q1546
948,948,51043,VA,Clarke County,1,1115,Q495142,Q1370
949,949,39055,OH,Geauga County,1,5451,Q288592,Q1397
950,950,18103,IN,Miami County,6,5100,Q304289,Q1415
951,951,48021,TX,Bastrop County,1,10632,Q108436,Q1439
952,952,48305,TX,Lynn County,6,1010,Q114323,Q1439
953,953,51117,VA,Mecklenburg County,7,4759,Q510885,Q1370
954,954,40011,OK,Blaine County,6,1682,Q491623,Q1649
955,955,55061,WI,Kewaunee County,2,1526,Q932951,Q1537
956,956,20193,KS,Thomas County,7,787,Q374452,Q1558
957,957,41043,OR,Linn County,4,15975,Q506015,Q824
958,958,29021,MO,Buchanan County,3,14999,Q484629,Q1581
959,959,8015,CO,Chaffee County,7,2009,N/A,Q1261
960,960,19177,IA,Van Buren County,9,1047,Q182644,Q1546
961,961,53075,WA,Whitman County,4,11027,Q484153,Q1223
962,962,26053,MI,Gogebic County,7,2809,Q32348,Q1166
963,963,51069,VA,Frederick County,3,5677,Q502021,Q1370
964,964,17075,IL,Iroquois County,6,3688,Q491011,Q1204
965,965,12067,FL,Lafayette County,8,1609,Q488810,Q812
966,966,8077,CO,Mesa County,3,21922,N/A,Q1261
967,967,45071,SC,Newberry County,6,6967,Q515177,Q1456
968,968,56013,WY,Fremont County,7,6616,Q484142,Q1214
969,969,17133,IL,Monroe County,1,1599,Q488522,Q1204
970,970,29133,MO,Mississippi County,7,3384,Q490014,Q1581
971,971,46011,SD,Brookings County,7,4307,Q489069,Q1211
972,972,20051,KS,Ellis County,5,3453,Q376069,Q1558
973,973,48463,TX,Uvalde County,7,6761,Q26697,Q1439
974,974,48383,TX,Reagan County,6,423,Q111851,Q1439
975,975,26029,MI,Charlevoix County,7,2981,Q498020,Q1166
976,976,20059,KS,Franklin County,1,2987,Q374989,Q1558
977,977,37021,NC,Buncombe County,2,33631,Q504360,Q1454
978,978,17087,IL,Johnson County,7,1594,Q389783,Q1204
979,979,21221,KY,Trigg County,3,2046,Q506332,Q1603
980,980,13129,GA,Gordon County,6,9020,Q200696,Q1428
981,981,17057,IL,Fulton County,6,4807,Q490999,Q1204
982,982,30081,MT,Ravalli County,6,5773,Q496758,Q1212
983,983,24009,MD,Calvert County,1,5282,Q501277,Q1391
984,984,28133,MS,Sunflower County,5,7874,Q484659,Q1494
985,985,26057,MI,Gratiot County,6,6742,Q82605,Q1166
986,986,31179,NE,Wayne County,6,997,Q485291,Q1553
987,987,19123,IA,Mahaska County,7,2640,Q485922,Q1546
988,988,48311,TX,McMullen County,8,95,Q26735,Q1439
989,989,16005,ID,Bannock County,3,13780,Q113017,Q1221
990,990,37163,NC,Sampson County,6,12114,Q507722,Q1454
991,991,21047,KY,Christian County,3,13938,Q111709,Q1603
992,992,21133,KY,Letcher County,9,7113,Q505499,Q1603
993,993,8047,CO,Gilpin County,1,440,N/A,Q1261
994,994,38017,ND,Cass County,3,18151,Q28285,Q1207
995,995,47085,TN,Humphreys County,6,3318,Q502397,Q1509
996,996,38051,ND,McIntosh County,9,309,Q280815,Q1207
997,997,12079,FL,Madison County,6,5205,Q494463,Q812
998,998,19039,IA,Clarke County,6,1061,Q115298,Q1546
999,999,6055,CA,Napa County,3,10958,N/A,Q99
1000,1000,17049,IL,Effingham County,7,3709,Q110561,Q1204
1001,1001,26007,MI,Alpena County,7,4365,Q486293,Q1166
1002,1002,47171,TN,Unicoi County,3,3006,Q501568,Q1509
1003,1003,31035,NE,Clay County,9,681,Q490740,Q1553
1004,1004,29097,MO,Jasper County,3,20301,Q490134,Q1581
1005,1005,26079,MI,Kalkaska County,7,2612,Q502719,Q1166
1006,1006,37113,NC,Macon County,7,5585,Q507575,Q1454
1007,1007,40109,OK,Oklahoma County,1,124834,Q485038,Q1649
1008,1008,1115,AL,St. Clair County,1,10352,N/A,Q173
1009,1009,26091,MI,Lenawee County,4,11641,Q167565,Q1166
1010,1010,19057,IA,Des Moines County,5,6300,Q115386,Q1546
1011,1011,42123,PA,Warren County,6,6007,Q495662,Q1400
1012,1012,16033,ID,Clark County,8,141,Q156448,Q1221
1013,1013,49047,UT,Uintah County,7,4094,Q484559,Q829
1014,1014,6097,CA,Sonoma County,2,46604,N/A,Q99
1015,1015,48221,TX,Hood County,4,5754,Q485912,Q1439
1016,1016,37047,NC,Columbus County,6,13110,Q509813,Q1454
1017,1017,31007,NE,Banner County,9,100,Q484509,Q1553
1018,1018,13317,GA,Wilkes County,6,2213,Q491759,Q1428
1019,1019,27135,MN,Roseau County,7,1204,Q491208,Q1527
1020,1020,24013,MD,Carroll County,1,8990,Q501323,Q1391
1021,1021,42101,PA,Philadelphia County,1,384148,Q496900,Q1400
1022,1022,51670,VA,Hopewell city,1,4630,Q502235,Q1370
1023,1023,22085,LA,Sabine Parish,6,4352,Q507000,Q1588
1024,1024,16031,ID,Cassia County,7,3282,Q483947,Q1221
1025,1025,18033,IN,De Kalb County,4,3780,Q498613,Q1415
1026,1026,35043,NM,Sandoval County,2,20441,Q493255,Q1522
1027,1027,13087,GA,Decatur County,6,7716,Q493037,Q1428
1028,1028,17117,IL,Macoupin County,1,5962,Q491447,Q1204
1029,1029,36095,NY,Schoharie County,2,3802,Q71202,Q1384
1030,1030,27017,MN,Carlton County,2,3469,Q113354,Q1527
1031,1031,48151,TX,Fisher County,8,597,Q109975,Q1439
1032,1032,29029,MO,Camden County,7,7385,Q484767,Q1581
1033,1033,21037,KY,Campbell County,1,11120,Q491936,Q1603
1034,1034,17063,IL,Grundy County,1,3936,Q261380,Q1204
1035,1035,27045,MN,Fillmore County,8,2535,Q486198,Q1527
1036,1036,16017,ID,Bonner County,6,6476,Q483932,Q1221
1037,1037,49037,UT,San Juan County,7,5138,Q26622,Q829
1038,1038,34031,NJ,Passaic County,1,85671,Q495974,Q1408
1039,1039,21023,KY,Bracken County,1,1386,Q491945,Q1603
1040,1040,27099,MN,Mower County,4,5104,Q490450,Q1527
1041,1041,30101,MT,Toole County,7,712,Q496722,Q1212
1042,1042,51119,VA,Middlesex County,8,1469,Q341865,Q1370
1043,1043,56015,WY,Goshen County,7,1776,Q338424,Q1214
1044,1044,51121,VA,Montgomery County,3,18030,Q495120,Q1370
1045,1045,13119,GA,Franklin County,8,4614,Q385931,Q1428
1046,1046,13257,GA,Stephens County,7,5212,Q498362,Q1428
1047,1047,17001,IL,Adams County,5,8223,Q108798,Q1204
1048,1048,27019,MN,Carver County,1,4225,Q113275,Q1527
1049,1049,17121,IL,Marion County,4,5891,Q378438,Q1204
1050,1050,30091,MT,Sheridan County,9,379,Q496629,Q1212
1051,1051,40077,OK,Latimer County,7,2062,Q848649,Q1649
1052,1052,27003,MN,Anoka County,1,23240,Q110495,Q1527
1053,1053,51103,VA,Lancaster County,9,1514,Q505941,Q1370
1054,1054,36019,NY,Clinton County,5,10701,Q114884,Q1384
1055,1055,17083,IL,Jersey County,1,2369,Q490986,Q1204
1056,1056,28001,MS,Adams County,5,9045,Q108788,Q1494
1057,1057,13205,GA,Mitchell County,6,6032,Q493102,Q1428
1058,1058,48107,TX,Crosby County,3,1425,Q109279,Q1439
1059,1059,48333,TX,Mills County,9,750,Q156463,Q1439
1060,1060,25001,MA,Barnstable County,3,15972,Q54089,Q771
1061,1061,42015,PA,Bradford County,6,6904,Q488687,Q1400
1062,1062,38081,ND,Sargent County,9,296,Q511470,Q1207
1063,1063,31133,NE,Pawnee County,9,400,Q489684,Q1553
1064,1064,19147,IA,Palo Alto County,7,899,Q485799,Q1546
1065,1065,13301,GA,Warren County,8,1511,Q491529,Q1428
1066,1066,48199,TX,Hardin County,2,6001,Q109270,Q1439
1067,1067,1099,AL,Monroe County,7,5472,N/A,Q173
1068,1068,19151,IA,Pocahontas County,9,792,Q485950,Q1546
1069,1069,18057,IN,Hamilton County,1,14927,Q506151,Q1415
1070,1070,48397,TX,Rockwall County,1,4845,Q111391,Q1439
1071,1071,28055,MS,Issaquena County,9,409,Q490839,Q1494
1072,1072,46005,SD,Beadle County,7,2484,Q484780,Q1211
1073,1073,28093,MS,Marshall County,1,7772,Q842902,Q1494
1074,1074,41051,OR,Multnomah County,1,111262,Q450374,Q824
1075,1075,51139,VA,Page County,6,3833,Q513818,Q1370
1076,1076,28073,MS,Lamar County,3,7614,Q490896,Q1494
1077,1077,45061,SC,Lee County,6,4443,Q304065,Q1456
1078,1078,46003,SD,Aurora County,9,275,Q484633,Q1211
1079,1079,27137,MN,St. Louis County,2,28177,Q111549,Q1527
1080,1080,31059,NE,Fillmore County,9,540,Q496091,Q1553
1081,1081,34019,NJ,Hunterdon County,1,5431,Q502451,Q1408
1082,1082,42013,PA,Blair County,3,16430,Q494152,Q1400
1083,1083,48473,TX,Waller County,1,7591,Q26701,Q1439
1084,1084,30099,MT,Teton County,8,824,Q496685,Q1212
1085,1085,8115,CO,Sedgwick County,9,352,N/A,Q1261
1086,1086,53029,WA,Island County,4,7577,Q493243,Q1223
1087,1087,31093,NE,Howard County,9,663,Q496104,Q1553
1088,1088,20153,KS,Rawlins County,9,310,Q374649,Q1558
1089,1089,27011,MN,Big Stone County,9,584,Q113255,Q1527
1090,1090,30041,MT,Hill County,7,3140,Q496589,Q1212
1091,1091,24043,MD,Washington County,3,18771,Q511164,Q1391
1092,1092,12071,FL,Lee County,2,91333,Q494616,Q812
1093,1093,27147,MN,Steele County,5,3315,Q487686,Q1527
1094,1094,17109,IL,McDonough County,5,5470,Q500758,Q1204
1095,1095,47145,TN,Roane County,4,7416,Q502380,Q1509
1096,1096,40083,OK,Logan County,1,6510,Q495906,Q1649
1097,1097,17161,IL,Rock Island County,2,21769,Q491004,Q1204
1098,1098,27139,MN,Scott County,1,7784,Q491256,Q1527
1099,1099,47125,TN,Montgomery County,3,24640,Q502345,Q1509
1100,1100,51057,VA,Essex County,8,1439,Q182112,Q1370
1101,1101,54085,WV,Ritchie County,8,1764,Q501839,Q1371
1102,1102,47129,TN,Morgan County,6,4368,Q372373,Q1509
1103,1103,51143,VA,Pittsylvania County,3,8211,Q513744,Q1370
1104,1104,51045,VA,Craig County,2,648,Q495185,Q1370
1105,1105,19007,IA,Appanoose County,7,2304,Q111921,Q1546
1106,1106,51013,VA,Arlington County,1,17151,Q107126,Q1370
1107,1107,5069,AR,Jefferson County,3,15094,N/A,Q1612
1108,1108,19011,IA,Benton County,3,1975,Q111886,Q1546
1109,1109,45049,SC,Hampton County,6,4104,Q497880,Q1456
1110,1110,40013,OK,Bryan County,6,7519,Q491616,Q1649
1111,1111,18047,IN,Franklin County,1,2414,Q506779,Q1415
1112,1112,41003,OR,Benton County,3,15546,Q484330,Q824
1113,1113,51590,VA,Danville city,3,9003,Q511922,Q1370
1114,1114,31073,NE,Gosper County,9,189,Q489787,Q1553
1115,1115,55025,WI,Dane County,2,56594,Q502200,Q1537
1116,1116,17059,IL,Gallatin County,8,1061,Q115332,Q1204
1117,1117,13051,GA,Chatham County,2,45636,Q384890,Q1428
1118,1118,48067,TX,Cass County,6,5206,Q109150,Q1439
1119,1119,51036,VA,Charles City County,1,877,Q337348,Q1370
1120,1120,24003,MD,Anne Arundel County,1,38816,Q488701,Q1391
1121,1121,31165,NE,Sioux County,9,192,Q489751,Q1553
1122,1122,34003,NJ,Bergen County,1,63789,Q112915,Q1408
1123,1123,13235,GA,Pulaski County,6,2505,Q498301,Q1428
1124,1124,12057,FL,Hillsborough County,1,203350,Q488874,Q812
1125,1125,46047,SD,Fall River County,7,862,Q495654,Q1211
1126,1126,46045,SD,Edmunds County,9,377,Q179954,Q1211
1127,1127,18183,IN,Whitley County,2,2954,Q507399,Q1415
1128,1128,30057,MT,Madison County,9,877,Q496596,Q1212
1129,1129,9001,CT,Fairfield County,2,79966,N/A,Q779
1130,1130,36031,NY,Essex County,6,4532,Q114992,Q1384
1131,1131,17151,IL,Pope County,9,720,Q112869,Q1204
1132,1132,35027,NM,Lincoln County,7,3500,Q487243,Q1522
1133,1133,30045,MT,Judith Basin County,8,259,Q490471,Q1212
1134,1134,29221,MO,Washington County,1,5186,Q496486,Q1581
1135,1135,30053,MT,Lincoln County,7,3550,Q490344,Q1212
1136,1136,2185,AK,North Slope Borough,7,1132,N/A,Q797
1137,1137,45021,SC,Cherokee County,4,10318,Q619609,Q1456
1138,1138,20119,KS,Meade County,9,444,Q247715,Q1558
1139,1139,20159,KS,Rice County,7,1167,Q376106,Q1558
1140,1140,19117,IA,Lucas County,6,1268,Q485804,Q1546
1141,1141,29001,MO,Adair County,7,5343,Q346925,Q1581
1142,1142,48281,TX,Lampasas County,2,2793,Q113919,Q1439
1143,1143,48503,TX,Young County,6,2599,Q156613,Q1439
1144,1144,28025,MS,Clay County,7,4657,Q111291,Q1494
1145,1145,8101,CO,Pueblo County,3,32053,N/A,Q1261
1146,1146,37199,NC,Yancey County,8,3350,Q502487,Q1454
1147,1147,26021,MI,Berrien County,3,25215,Q167656,Q1166
1148,1148,17031,IL,Cook County,1,770091,Q108418,Q1204
1149,1149,55069,WI,Lincoln County,6,2712,Q494947,Q1537
1150,1150,20069,KS,Gray County,9,487,Q379654,Q1558
1151,1151,37139,NC,Pasquotank County,7,6395,Q507438,Q1454
1152,1152,35041,NM,Roosevelt County,7,4006,Q487534,Q1522
1153,1153,21225,KY,Union County,6,2723,Q502707,Q1603
1154,1154,21203,KY,Rockcastle County,7,3991,Q506385,Q1603
1155,1155,46137,SD,Ziebach County,9,1223,Q198529,Q1211
1156,1156,51820,VA,Waynesboro city,4,3167,Q501779,Q1370
1157,1157,19077,IA,Guthrie County,2,1036,Q486352,Q1546
1158,1158,48135,TX,Ector County,3,21548,Q109810,Q1439
1159,1159,21027,KY,Breckinridge County,8,3386,Q491862,Q1603
1160,1160,42049,PA,Erie County,2,41331,Q488679,Q1400
1161,1161,1037,AL,Coosa County,8,1801,N/A,Q173
1162,1162,45087,SC,Union County,6,5756,Q502447,Q1456
1163,1163,22037,LA,East Feliciana Parish,2,3459,Q504375,Q1588
1164,1164,27073,MN,Lac qui Parle County,9,635,Q486261,Q1527
1165,1165,35053,NM,Socorro County,6,4181,Q112934,Q1522
1166,1166,48071,TX,Chambers County,1,3646,Q26598,Q1439
1167,1167,37087,NC,Haywood County,2,9545,Q502496,Q1454
1168,1168,55051,WI,Iron County,9,809,Q52250,Q1537
1169,1169,36021,NY,Columbia County,6,7519,Q115200,Q1384
1170,1170,54109,WV,Wyoming County,7,5155,Q501843,Q1371
1171,1171,39161,OH,Van Wert County,6,2489,Q485628,Q1397
1172,1172,29065,MO,Dent County,7,2995,Q485229,Q1581
1173,1173,21045,KY,Casey County,9,4260,Q491903,Q1603
1174,1174,12091,FL,Okaloosa County,3,21032,Q494476,Q812
1175,1175,48321,TX,Matagorda County,4,6392,Q485910,Q1439
1176,1176,51760,VA,Richmond city,1,55062,Q43421,Q1370
1177,1177,40131,OK,Rogers County,2,8185,Q495912,Q1649
1178,1178,26001,MI,Alcona County,9,1657,Q112993,Q1166
1179,1179,28039,MS,George County,3,3714,Q485445,Q1494
1180,1180,31185,NE,York County,7,1357,Q489648,Q1553
1181,1181,12061,FL,Indian River County,3,18518,Q488528,Q812
1182,1182,20209,KS,Wyandotte County,1,31432,Q375652,Q1558
1183,1183,28015,MS,Carroll County,9,1719,Q112499,Q1494
1184,1184,37029,NC,Camden County,8,902,Q504294,Q1454
1185,1185,28147,MS,Walthall County,9,3476,Q115419,Q1494
1186,1186,26077,MI,Kalamazoo County,2,42141,Q137509,Q1166
1187,1187,5015,AR,Carroll County,6,4684,N/A,Q1612
1188,1188,39139,OH,Richland County,3,17904,Q403310,Q1397
1189,1189,38049,ND,McHenry County,9,641,Q280826,Q1207
1190,1190,32023,NV,Nye County,6,6724,Q484418,Q1227
1191,1191,2188,AK,Northwest Arctic Borough,7,2114,N/A,Q797
1192,1192,40079,OK,Le Flore County,2,10398,Q495944,Q1649
1193,1193,17159,IL,Richland County,7,2235,Q490966,Q1204
1194,1194,21055,KY,Crittenden County,6,1660,Q400747,Q1603
1195,1195,5045,AR,Faulkner County,2,18782,N/A,Q1612
1196,1196,50027,VT,Windsor County,7,5479,Q513994,Q16551
1197,1197,45051,SC,Horry County,3,47767,Q502288,Q1456
1198,1198,20019,KS,Chautauqua County,9,574,Q376446,Q1558
1199,1199,38059,ND,Morton County,3,2679,Q28499,Q1207
1200,1200,9009,CT,New Haven County,2,94687,N/A,Q779
1201,1201,13003,GA,Atkinson County,9,2176,Q488194,Q1428
1202,1202,38091,ND,Steele County,8,162,Q511478,Q1207
1203,1203,40093,OK,Major County,9,925,Q495839,Q1649
1204,1204,39043,OH,Erie County,3,9171,Q111310,Q1397
1205,1205,13091,GA,Dodge County,7,4730,Q115272,Q1428
1206,1206,13229,GA,Pierce County,6,3282,Q486800,Q1428
1207,1207,32001,NV,Churchill County,6,3371,Q111220,Q1227
1208,1208,24045,MD,Wicomico County,3,17634,Q511106,Q1391
1209,1209,48229,TX,Hudspeth County,8,848,Q110257,Q1439
1210,1210,42133,PA,York County,2,42508,Q490914,Q1400
1211,1211,27169,MN,Winona County,4,5416,Q491281,Q1527
1212,1212,28095,MS,Monroe County,7,6869,Q491276,Q1494
1213,1213,8071,CO,Las Animas County,7,2869,N/A,Q1261
1214,1214,13219,GA,Oconee County,3,2480,Q492026,Q1428
1215,1215,27109,MN,Olmsted County,3,13027,Q485656,Q1527
1216,1216,17203,IL,Woodford County,2,2515,Q156437,Q1204
1217,1217,28129,MS,Smith County,8,2990,Q484681,Q1494
1218,1218,48225,TX,Houston County,7,4437,Q156496,Q1439
1219,1219,47097,TN,Lauderdale County,6,6025,Q502364,Q1509
1220,1220,27031,MN,Cook County,9,526,Q156619,Q1527
1221,1221,45005,SC,Allendale County,6,3013,Q497824,Q1456
1222,1222,48301,TX,Loving County,9,15,Q109209,Q1439
1223,1223,21143,KY,Lyon County,8,1152,Q117917,Q1603
1224,1224,5025,AR,Cleveland County,3,1295,N/A,Q1612
1225,1225,21075,KY,Fulton County,7,1712,Q491831,Q1603
1226,1226,56025,WY,Natrona County,3,8244,Q110592,Q1214
1227,1227,8083,CO,Montezuma County,6,4031,N/A,Q1261
1228,1228,56021,WY,Laramie County,3,9697,Q483982,Q1214
1229,1229,47049,TN,Fentress County,9,3812,Q494760,Q1509
1230,1230,20173,KS,Sedgwick County,2,75334,Q375108,Q1558
1231,1231,26107,MI,Mecosta County,6,8248,Q74686,Q1166
1232,1232,48413,TX,Schleicher County,8,503,Q110760,Q1439
1233,1233,34023,NJ,Middlesex County,1,69642,Q496862,Q1408
1234,1234,5099,AR,Nevada County,7,1680,N/A,Q1612
1235,1235,9003,CT,Hartford County,1,95010,N/A,Q779
1236,1236,55078,WI,Menominee County,8,1214,Q500947,Q1537
1237,1237,48309,TX,McLennan County,3,44099,Q111368,Q1439
1238,1238,42001,PA,Adams County,4,9218,Q351865,Q1400
1239,1239,48091,TX,Comal County,1,11496,Q109204,Q1439
1240,1240,45075,SC,Orangeburg County,4,19239,Q506068,Q1456
1241,1241,29081,MO,Harrison County,7,1520,Q490400,Q1581
1242,1242,16061,ID,Lewis County,8,611,Q491073,Q1221
1243,1243,51095,VA,James City County,1,4739,Q337688,Q1370
1244,1244,48351,TX,Newton County,8,3023,Q112565,Q1439
1245,1245,48459,TX,Upshur County,3,6235,Q111782,Q1439
1246,1246,29199,MO,Scotland County,9,778,Q496971,Q1581
1247,1247,41001,OR,Baker County,7,2762,Q109665,Q824
1248,1248,19121,IA,Madison County,2,1218,Q115404,Q1546
1249,1249,28009,MS,Benton County,8,2064,Q110655,Q1494
1250,1250,8059,CO,Jefferson County,1,39397,N/A,Q1261
1251,1251,17081,IL,Jefferson County,7,5697,Q486440,Q1204
1252,1252,21093,KY,Hardin County,3,14306,Q491878,Q1603
1253,1253,8093,CO,Park County,1,1572,N/A,Q1261
1254,1254,45017,SC,Calhoun County,2,2370,Q489377,Q1456
1255,1255,8121,CO,Washington County,9,674,N/A,Q1261
1256,1256,36057,NY,Montgomery County,4,9610,Q487572,Q1384
1257,1257,38043,ND,Kidder County,8,303,Q135330,Q1207
1258,1258,48177,TX,Gonzales County,6,3519,Q26614,Q1439
1259,1259,29177,MO,Ray County,1,2453,Q489880,Q1581
1260,1260,1131,AL,Wilcox County,8,3466,N/A,Q173
1261,1261,49041,UT,Sevier County,7,2907,Q484222,Q829
1262,1262,20017,KS,Chase County,8,287,Q376129,Q1558
1263,1263,45007,SC,Anderson County,3,29703,Q489420,Q1456
1264,1264,48023,TX,Baylor County,6,630,Q108520,Q1439
1265,1265,37069,NC,Franklin County,2,9624,Q502526,Q1454
1266,1266,27097,MN,Morrison County,6,3871,Q491272,Q1527
1267,1267,6099,CA,Stanislaus County,2,77913,N/A,Q99
1268,1268,13247,GA,Rockdale County,1,12943,Q498621,Q1428
1269,1269,27075,MN,Lake County,6,946,Q491178,Q1527
1270,1270,29051,MO,Cole County,3,7821,Q484493,Q1581
1271,1271,49023,UT,Juab County,2,1157,Q26689,Q829
1272,1272,28057,MS,Itawamba County,7,4062,Q490852,Q1494
1273,1273,21035,KY,Calloway County,7,7430,Q491927,Q1603
1274,1274,19107,IA,Keokuk County,8,1199,Q485926,Q1546
1275,1275,31131,NE,Otoe County,6,1489,Q496031,Q1553
1276,1276,12119,FL,Sumter County,4,12115,Q503889,Q812
1277,1277,27167,MN,Wilkin County,6,553,Q491229,Q1527
1278,1278,41023,OR,Grant County,9,1132,Q484378,Q824
1279,1279,37189,NC,Watauga County,6,11717,Q502880,Q1454
1280,1280,40119,OK,Payne County,4,18413,Q495873,Q1649
1281,1281,40095,OK,Marshall County,6,2499,Q489306,Q1649
1282,1282,18121,IN,Parke County,6,2497,Q506538,Q1415
1283,1283,4015,AZ,Mohave County,4,36665,N/A,Q816
1284,1284,37051,NC,Cumberland County,2,59570,Q511834,Q1454
1285,1285,19167,IA,Sioux County,6,2374,Q486118,Q1546
1286,1286,20057,KS,Ford County,5,4453,Q374422,Q1558
1287,1287,47015,TN,Cannon County,1,2149,Q494810,Q1509
1288,1288,13299,GA,Ware County,4,8501,Q498353,Q1428
1289,1289,26071,MI,Iron County,7,1672,Q497999,Q1166
1290,1290,17095,IL,Knox County,4,8036,Q494552,Q1204
1291,1291,26089,MI,Leelanau County,9,1739,Q502722,Q1166
1292,1292,6009,CA,Calaveras County,6,5833,N/A,Q99
1293,1293,27027,MN,Clay County,3,7167,Q111831,Q1527
1294,1294,29165,MO,Platte County,1,5915,Q489897,Q1581
1295,1295,20099,KS,Labette County,7,4161,Q181325,Q1558
1296,1296,29113,MO,Lincoln County,1,6132,Q484582,Q1581
1297,1297,46102,SD,Oglala Lakota County,7,5854,Q495201,Q1211
1298,1298,33019,NH,Sullivan County,7,4016,Q54444,Q759
1299,1299,47181,TN,Wayne County,8,3032,Q494970,Q1509
1300,1300,26097,MI,Mackinac County,7,1465,Q491121,Q1166
1301,1301,56033,WY,Sheridan County,7,2691,Q490522,Q1214
1302,1302,17037,IL,DeKalb County,1,15566,Q111613,Q1204
1303,1303,29035,MO,Carter County,9,1298,Q484786,Q1581
1304,1304,5091,AR,Miller County,3,9504,N/A,Q1612
1305,1305,28069,MS,Kemper County,9,2532,Q490864,Q1494
1306,1306,42019,PA,Butler County,1,13334,Q488672,Q1400
1307,1307,18081,IN,Johnson County,1,11300,Q506563,Q1415
1308,1308,29023,MO,Butler County,7,9237,Q484457,Q1581
1309,1309,34015,NJ,Gloucester County,1,22402,Q502463,Q1408
1310,1310,51087,VA,Henrico County,1,29583,Q341639,Q1370
1311,1311,1047,AL,Dallas County,4,13987,N/A,Q173
1312,1312,36041,NY,Hamilton County,8,463,Q114948,Q1384
1313,1313,5105,AR,Perry County,2,1689,N/A,Q1612
1314,1314,19157,IA,Poweshiek County,7,1863,Q485470,Q1546
1315,1315,20041,KS,Dickinson County,7,2084,Q376576,Q1558
1316,1316,29225,MO,Webster County,2,6189,Q497979,Q1581
1317,1317,26011,MI,Arenac County,8,2456,Q491868,Q1166
1318,1318,46019,SD,Butte County,6,1399,Q2613601,Q1211
1319,1319,13127,GA,Glynn County,3,15916,Q487016,Q1428
1320,1320,55057,WI,Juneau County,7,3561,Q502222,Q1537
1321,1321,18127,IN,Porter County,1,12749,Q506752,Q1415
1322,1322,20083,KS,Hodgeman County,9,183,Q374973,Q1558
1323,1323,55127,WI,Walworth County,4,11191,Q202454,Q1537
1324,1324,49055,UT,Wayne County,9,400,Q27045,Q829
1325,1325,10001,DE,Kent County,3,23060,Q128137,Q1393
1326,1326,16007,ID,Bear Lake County,7,823,Q486372,Q1221
1327,1327,39117,OH,Morrow County,1,4214,Q487280,Q1397
1328,1328,36027,NY,Dutchess County,2,25588,Q115148,Q1384
1329,1329,9007,CT,Middlesex County,1,12513,N/A,Q779
1330,1330,8095,CO,Phillips County,9,484,N/A,Q1261
1331,1331,18007,IN,Benton County,3,980,Q504445,Q1415
1332,1332,9011,CT,New London County,2,23961,N/A,Q779
1333,1333,47019,TN,Carter County,3,11903,Q494990,Q1509
